participants_id, color_distance, time_in_seconds, time_per_section
1 , 8 , 118.72
1 , 8 , 155.07
1 , 8 , 77.82
1 , 8 , 95.72
1 , 8 , , 111.83249999999998
1 , 4 , 197.84
1 , 4 , 61.16
1 , 4 , 49.58
1 , 4 , 91.38
1 , 4 , , 99.99
2 , 4 , 175.79
2 , 4 , 103.39
2 , 4 , 201.15
2 , 4 , 33.25
2 , 4 , , 128.395
2 , 8 , 147.46
2 , 8 , 160.7
2 , 8 , 153.44
2 , 8 , 79.58
2 , 8 , , 135.295
21 , 2 , 286.58
21 , 2 , 125.06
21 , 2 , 158.12
21 , 2 , 57.21
21 , 2 , , 156.7425
21 , 8 , 136.01
21 , 8 , 351.9
21 , 8 , 177.71
21 , 8 , 104.93
21 , 8 , , 192.6375
4 , 5 , 202.99
4 , 5 , 96.7
4 , 5 , 104.71
4 , 5 , 83.78
4 , 5 , , 122.04499999999999
4 , 9 , 205.3
4 , 9 , 153.93
4 , 9 , 168.61
4 , 9 , 82.12
4 , 9 , , 152.49
5 , 3 , 251.24
5 , 3 , 172.91
5 , 3 , 165.63
5 , 3 , 139.93
5 , 3 , , 182.4275
5 , 10 , 90.1
5 , 10 , 59.87
5 , 10 , 65.23
5 , 10 , 156.53
5 , 10 , , 92.9325
6 , 6 , 170.37
6 , 6 , 367.91
6 , 6 , 427.74
6 , 6 , 216.53
6 , 6 , , 295.6375
6 , 11 , 131.07
6 , 11 , 100.4
6 , 11 , 57.15
6 , 11 , 255.65
6 , 11 , , 136.0675
7 , 9 , 130.4
7 , 9 , 49.68
7 , 9 , 311.6
7 , 9 , 86.55
7 , 9 , , 144.5575
7 , 5 , 139.46
7 , 5 , 258.99
7 , 5 , 80.81
7 , 5 , 75.54
7 , 5 , , 138.70000000000002
8 , 11 , 146.53
8 , 11 , 96.49
8 , 11 , 174.45
8 , 11 , 96.01
8 , 11 , , 128.37
8 , 3 , 268.63
8 , 3 , 420.78
8 , 3 , 203.22
8 , 3 , 134.03
8 , 3 , , 256.665
9 , 2 , 161.79
9 , 2 , 154.67
9 , 2 , 183.74
9 , 2 , 204.87
9 , 2 , , 176.26749999999998
9 , 7 , 103.24
9 , 7 , 106.02
9 , 7 , 92.37
9 , 7 , 141.88
9 , 7 , , 110.8775
10 , 10 , 232.61
10 , 10 , 81.31
10 , 10 , 123.65
10 , 10 , 59.78
10 , 10 , , 124.3375
10 , 2 , 124.2
10 , 2 , 257.38
10 , 2 , 112.97
10 , 2 , 218.71
10 , 2 , , 178.315
11 , 7 , 93.75
11 , 7 , 145
11 , 7 , 171.72
11 , 7 , 108.97
11 , 7 , , 129.86
11 , 6 , 164.4
11 , 6 , 97.14
11 , 6 , 53.49
11 , 6 , 132.75
11 , 6 , , 111.94500000000001
12 , 8 , 178.78
12 , 8 , 96.29
12 , 8 , 172.44
12 , 8 , 52.1
12 , 8 , , 124.9025
12 , 5 , 149.7
12 , 5 , 137.85
12 , 5 , 232.92
12 , 5 , 145.07
12 , 5 , , 166.385
13 , 6 , 101.33
13 , 6 , 175.14
13 , 6 , 271.31
13 , 6 , 115.04
13 , 6 , , 165.70499999999998
13 , 3 , 139.32
13 , 3 , 51.98
13 , 3 , 75.23
13 , 3 , 194.07
13 , 3 , , 115.14999999999999
14 , 7 , 148.58
14 , 7 , 170.97
14 , 7 , 131.82
14 , 7 , 120.07
14 , 7 , , 142.86
14 , 11 , 104.31
14 , 11 , 35.99
14 , 11 , 62
14 , 11 , 87.28
14 , 11 , , 72.39500000000001
15 , 11 , 133.23
15 , 11 , 55.3
15 , 11 , 111.33
15 , 11 , 79.7
15 , 11 , , 94.88999999999999
15 , 4 , 102.71
15 , 4 , 106.92
15 , 4 , 101.03
15 , 4 , 71.65
15 , 4 , , 95.57749999999999
16 , 9 , 60.38
16 , 9 , 138.32
16 , 9 , 125.6
16 , 9 , 54.15
16 , 9 , , 94.61249999999998
16 , 6 , 61.14
16 , 6 , 74.93
16 , 6 , 42.3
16 , 6 , 100.22
16 , 6 , , 69.64750000000001
17 , 4 , 160.07
17 , 4 , 145.01
17 , 4 , 261.77
17 , 4 , 78.84
17 , 4 , , 161.42249999999999
17 , 9 , 167.71
17 , 9 , 157.76
17 , 9 , 125.67
17 , 9 , 90.15
17 , 9 , , 135.32250000000002
18 , 3 , 139.73
18 , 3 , 231.01
18 , 3 , 124.59
18 , 3 , 124.9
18 , 3 , , 155.0575
18 , 10 , 322.97
18 , 10 , 36.56
18 , 10 , 66.6
18 , 10 , 104.82
18 , 10 , , 132.7375
19 , 10 , 136.61
19 , 10 , 52.39
19 , 10 , 87.65
19 , 10 , 78.68
19 , 10 , , 88.8325
19 , 2 , 141.88
19 , 2 , 140.21
19 , 2 , 73.9
19 , 2 , 86.01
19 , 2 , , 110.5
20 , 5 , 126.24
20 , 5 , 272.67
20 , 5 , 213.45
20 , 5 , 197.89
20 , 5 , , 202.5625
20 , 7 , 159.48
20 , 7 , 89.05
20 , 7 , 74.53
20 , 7 , 247.26
20 , 7 , , 142.57999999999998
